user	timestamp	rating	title	review	review_raw
Don't ask me to rate your app	20171009T194112	3	Season 2	I listened to Season 2 of the podcast with Bowe Berghdahl, I enjoyed the podcast however at times I found it repeptitive and I got confused in the last few podcasts. I like how in depth the podcast was in looking at the situation from different angles as well as remaining balanced in the stand on Bowe's dustwun. I would not recommend it though, it was OK for me.	I listened to Season 2 of the podcast with Bowe Berghdahl, I enjoyed the podcast however at times I found it repeptitive and I got confused in the last few podcasts. I like how in depth the podcast was in looking at the situation from different angles as well as remaining balanced in the stand on Bowe's dustwun. I would not recommend it though, it was OK for me.
S Row	20171007T183134	5	Want New Season	Can't wait to hear a new season.	Can't wait to hear a new season.
Gomez7270	20171006T124535	5	1St Season Is Greatest Series In Podcast History.	"The first season of Serial was better than any other podcast by far. It had every single desirable trait in crime mystery. I was on a 7 hour road trip, miami to tallahassee, and i arrived at my home after 7 long hours only to wait in my car for 15 minutes to finish the series. So good. I wouldn't listen to the second season, if i was serial i would untarnish the perfection of season 1 by renaming the second season ""Bout bo"" and making it a whole different podcast. They were different podcasts and in no way are comparable. Season 1 5 stars. If we are comparing season 2 to season 1, no stars, if we are comparing it to other podcasts, 4 stars! Serial should only be about adnan or stories similar."	"The first season of Serial was better than any other podcast by far. It had every single desirable trait in crime mystery. I was on a 7 hour road trip, miami to tallahassee, and i arrived at my home after 7 long hours only to wait in my car for 15 minutes to finish the series. So good. I wouldn't listen to the second season, if i was serial i would untarnish the perfection of season 1 by renaming the second season ""Bout bo"" and making it a whole different podcast. They were different podcasts and in no way are comparable. Season 1 5 stars. If we are comparing season 2 to season 1, no stars, if we are comparing it to other podcasts, 4 stars! Serial should only be about adnan or stories similar."
redbird.iphone	20171006T165835	1	Bad Decision On Topic For Season 2	Season one was engaging enough to try the second. I could not stomach listening to this deserter. Nothing interesting about him or the lies about his failed life—no matter what angle they took while interviewing him—the harder they tried to make it interesting, the harder it was to listen. One of the biggest scabs on the past adminsitration is the exchange of five Taliban chiefs for this failed figure.	Season one was engaging enough to try the second. I could not stomach listening to this deserter. Nothing interesting about him or the lies about his failed life—no matter what angle they took while interviewing him—the harder they tried to make it interesting, the harder it was to listen. One of the biggest scabs on the past adminsitration is the exchange of five Taliban chiefs for this failed figure.
Dj prat	20171006T013950	5	Season 1 Is By Far The Best!	This was my very first podcast and by far my favorite! This is such a great podcast with the case of Adnan. The second season unfortunately was very boring and disappointing but the first one was great! Hopefully the new season with be a lot better than the second.	This was my very first podcast and by far my favorite!! This is such a great podcast with the case of Adnan.   The second season unfortunately was very boring and disappointing but the first one was great! Hopefully the new season with be a lot better than the second.
LadyAntoinette	20171005T045822	5	Excellent!	Great podcast!	Great podcast!
Beckster-san	20171005T194544	1	Where Is The Controversy?	"I binged watched ""Making a Murderer"" and found the case of Mr. Avery very compelling - and was fascinated by the trial and investigation, leading me to be convinced of his innocence. Adnan is 100% guilty. I'm saddened that he is glorified in this series. What is the controversy? What is the goal in creating this? Serial glorifies a man who had clear intent to murder, and during interviews seems to have no remorse for the victim's death, but rather has more concern about what other people thought of him? I'm disgusted."	"I binged watched ""Making a Murderer"" and found the case of Mr. Avery very compelling - and was fascinated by the trial and investigation, leading me to be convinced of his innocence. Adnan is 100% guilty. I'm saddened that he is glorified in this series. What is the controversy? What is the goal in creating this?  Serial glorifies a man who had clear intent to murder, and during interviews seems to have no remorse for the victim's death, but rather has more concern about what other people thought of him? I'm disgusted."
Den55f	20171004T133441	5	Great	The first season was the best but the quality and topics are consistently great.	The first season was the best but the quality and topics are consistently great.
RickMahogany4	20171005T015732	3	Loved Everything But The End	"The first time I listened to Serial, I was hooked. Loved hearing the progression of the case and learning about all the new info they uncovered. *Spoiler ahead* But I got to the last episode, and nothing happened! I think she literally said, ""We still don't know."" I just wanted a conclusion to the story - is he absolutely innocent or guilty? I don't know, I felt let down. But leading up was interesting."	"The first time I listened to Serial, I was hooked.  Loved hearing the progression of the case and learning about all the new info they uncovered.

*Spoiler ahead*

But I got to the last episode, and nothing happened!  I think she literally said, ""We still don't know.""  I just wanted a conclusion to the story - is he absolutely innocent or guilty?  I don't know, I felt let down.  But leading up was interesting."
Heer007	20171003T171555	5	Have Listened 100 Times In 2 Years.	The best murder mystery podcast. Many copycats and similar crime podcasts do not match up. The story is common yet the script and episodes are well explained or presented and very effective.	The best murder mystery podcast.  Many copycats and similar crime podcasts do not match up.  The story is common yet the script and episodes are well explained or presented and very effective.
AHNVHoney	20171003T032843	5	So Good	Its my new obsession!	Its my new obsession!
Clueluvrr	20171003T102134	2	The First Season Was Terrific	But now...how is his show still so highly rated when they barely put out any episodes? :face_with_rolling_eyes:	But now...how is his show still so highly rated when they barely put out any episodes? 🙄
S e w	20170930T164300	5	Love	Listen now!	Listen now!
HPD Night Owl	20171002T122754	1	To Big For Its Britches	They have gotten full of themselves with this every other week release. Season 2 was a major disappointment compared to season 1.	They have gotten full of themselves with this every other week release. Season 2 was a major disappointment compared to season 1.
MBarnes82	20170926T115653	4	Great But....	Love the podcast. Very intriguing and emotional. But been waiting over a year for a new one	Love the podcast. Very intriguing and emotional. But been waiting over a year for a new one
ejmac1023	20170930T130747	5	Loved It!	A great podcast! Well produced and the story was told so we'll!	A great podcast! Well produced and the story was told so we'll!
Jageren12	20170930T000038	5	Excellent	This series has raised the bar for what is expected of a podcast, especially true crime podcasts. With the exception of a few other podcasts, most sadly miss the mark.	This series has raised the bar for what is expected of a podcast, especially true crime podcasts. With the exception of a few other podcasts, most sadly miss the mark.
Katie767868978	20170928T055020	1	No	Huge waste of time	Huge waste of time
MayaReviews	20170927T191335	5	Love! Need More High Quality Like This	!	!
Barnes5	20170927T032615	5	When Is Season 3 Coming Out!?	#addicted	#addicted
Bubbe/Max/Avi	20170925T213011	5	Absolutely Excellent	THIS IS AT THE TOP OF MY FAVORITES LIST. Sarah, this was terrific. Many thanks to you and your production team. I'm ready for more!	THIS IS AT THE TOP OF MY FAVORITES LIST. Sarah, this was terrific. Many thanks to you and your production team. I'm ready for more!
SwagDaddy94	20170925T070834	5	Wonderful	I really enjoy listening to these amazing, somewhat strange, and always keeping you on your toes stories.	I really enjoy listening to these amazing, somewhat strange, and always keeping you on your toes stories.
Jenn Leo	20170925T195752	2	Not As Great As I'D Hoped	I'd like to give the narrator and team involved in producing this podcast a lot of credit for their hard work and research, but was sadly disappointed in the content. I was enamored in episodes 1 and 2. By 3, I felt like I was getting pulled in a bunch of different directions with no major plot twists, and by 4, I quit. When cases like this are dug back up, I hope the storytelling is leading in a direction that proves something shockingly different from what was decided in court however many years ago. Instead, this just all led up to potentially the same exact verdict that was already decided.	I'd like to give the narrator and team involved in producing this podcast a lot of credit for their hard work and research, but was sadly disappointed in the content. I was enamored in episodes 1 and 2. By 3, I felt like I was getting pulled in a bunch of different directions with no major plot twists, and by 4, I quit. When cases like this are dug back up, I hope the storytelling is leading in a direction that proves something shockingly different from what was decided in court however many years ago. Instead, this just all led up to potentially the same exact verdict that was already decided.
Ripley2425	20170924T171403	5	Podcast Gold	This is the podcast that got me into podcasts. Just wish we could get more seasons sooner.	This is the podcast that got me into podcasts. Just wish we could get more seasons sooner.
Mccarthy000	20170923T233503	5	Love This!	I'm very into crime documentaries, and love a good story about a trial gone wrong. Couldn't listen fast enough. Loved season one and I'm excited to start season 2. If you liked the OJ trial, making a murderer, or paradise lost, this will be right up your alley.	I'm very into crime documentaries, and love a good story about a trial gone wrong. Couldn't listen fast enough. Loved season one and I'm excited to start season 2. If you liked the OJ trial, making a murderer, or paradise lost, this will be right up your alley.
Isywysy	20170923T045928	5	Hope A New Season Is Coming	Spellbinding	Spellbinding
Kmanhuizinga	20170923T005917	5	Thank You	Perfect	Perfect
Copper_topp	20170921T124345	5	Real Time Investigation	Amazing. Can't wait for the next season, and I hope the previous cases have developed further!	Amazing. Can't wait for the next season, and I hope the previous cases have developed further!
ambieeboo3	20170920T075003	5	Absolutely Amazing And Intriguing	I just found this podcast and am obsessed. I've listened to 5 episodes nonstop. The amount of research and thought put into the story is amazing. It is well narrated w the perfect amount of interviews and opinions.	I just found this podcast & am obsessed. I've listened to 5 episodes nonstop. The amount of research & thought put into the story is amazing. It is well narrated w the perfect amount of interviews & opinions.
nhdubliner	20170920T160650	2	For Goodness Sake	The show was decent the first season though blew up in ratings and audiences had wildly unrealistic expectations on what to expect. But the subject matter in the second season turned into a defense of Obama's questionable moves re the return of a possibly traitorous soldier. If you like the bias of NPR, this is for you. Some conservatives in the room would help these guys a lot, they're hopelessly lost when it comes to any idea not formulated and approved within a very specific urban setting. It's too bad because a balanced story this in depth with this talent could really capture the entire populace.	The show was decent the first season though blew up in ratings and audiences had wildly unrealistic expectations on what to expect. But the subject matter in the second season turned into a defense of Obama's questionable moves re the return of a possibly traitorous soldier. If you like the bias of NPR, this is for you. Some conservatives in the room would help these guys a lot, they're hopelessly lost when it comes to any idea not formulated and approved within a very specific urban setting. It's too bad because a balanced story this in depth with this talent could really capture the entire populace.
Sara_inMasonCountyMI	20170919T191623	5	Please, Give Us More!	This podcast is wonderful, thank you!	This podcast is wonderful, thank you!!
Wesley waters	20170919T001053	5	The Best	This is the best podcast I have listened to ever. Can't wait for more.	This is the best podcast I have listened to ever. Can't wait for more.
ax25	20170916T013550	5	Love It!	Can't wait for more!	Can't wait for more!!
Jw3571	20170915T044953	5	Loved It!	I really loved season 1 the most! But both seasons were very interesting and well done!	I really loved season 1 the most! But both seasons were very interesting and well done!!
Dylan Fair	20170908T172339	4	Took Me 7 Episodes To Realize It Was Nonfiction	Very engaging podcast with interesting content. I admit it feels a little strange hearing so many of the details of a crime which happened in real life, but it was an interesting experience- would listen to it again.	Very engaging podcast with interesting content. I admit it feels a little strange hearing so many of the details of a crime which happened in real life, but it was an interesting experience- would listen to it again.
TWH89	20170915T020335	5	Amazing!	2nd season even better than the first.	2nd season even better than the first.
pinkrabbitagogo	20170914T121418	1	Overrated And Dull	I feel bad for people who think this is the only podcast. It's very bad and most are much better.	I feel bad for people who think this is the only podcast. It's very bad and most are much better.
SarahTheCatLady	20170913T204442	5	Couldn'T Stop Listening	Such gripping cases (one new one each season). So well put together and edited. I highly recommend.	Such gripping cases (one new one each season). So well put together and edited. I highly recommend.
g0biidaefishy	20170912T213306	5	Excellent	Very compelling and professionally well done!	Very compelling and professionally well done!
The Mog Rules	20170912T202015	1	Season 2 Was Awful And Hubris Is To Blame	What started a revolution in podcasts turned into an exercise in hubris. Season one had an interesting story and a cast of charachters that were developed over time because no had ever heard of them. I feel like the producers were so pleased with themselves that they felt like they had to attack a headline everyone knew and that was their downfall. Instead of repeating a successful approach they felt like they had to jump to the top level when that's not what made Season One work. It's too bad but perhaps they can turn it around for season three. A little dose of humility from the abject failure of Season Two may help keep them grounded. It was awful.	What started a revolution in podcasts turned into an exercise in hubris. Season one had an interesting story and a cast of charachters that were developed over time because no had ever heard of them. I feel like the producers were so pleased with themselves that they felt like they had to attack a headline everyone knew and that was their downfall. Instead of repeating a successful approach they felt like they had to jump to the top level when that's not what made Season One work. It's too bad but perhaps they can turn it around for season three. A little dose of humility from the abject failure of Season Two may help keep them grounded. It was awful.
lmoore87	20170911T040938	5	Opens Your Mind.	:red_heart:️:red_heart:️:red_heart:️	❤️❤️❤️
Kjswain	20170910T131219	5	So So Good	Takes some paying attention but do amazing and keeps you interested :red_heart:️	Takes some paying attention but do amazing and keeps you interested ❤️
Camilla123	20170909T155309	5	Amazing	Super interesting - great host, really looking forward to another season	Super interesting - great host, really looking forward to another season
PartsMan39	20170908T050306	5	Disappointed	I loved season 1. Season 2 was long drawn out and frankly boring. I am hoping for a 3rd season so this podcast can redeem itself.	I loved season 1. Season 2 was long drawn out and frankly boring. I am hoping for a 3rd season so this podcast can redeem itself.
RollioX	20170907T194357	5	The Best There Is	Serial Season 1 is still the best there is in storytelling podcasts. Absolutely phenomenal, riveting, and the most binge-able podcast I have ever experienced. Sara Koenig is the queen of investigative podcasts.	Serial Season 1 is still the best there is in storytelling podcasts. Absolutely phenomenal, riveting, and the most binge-able podcast I have ever experienced. Sara Koenig is the queen of investigative podcasts.
Bellepapillon1031	20170907T073226	5	Great Podcast	I'm just waiting for more.	I'm just waiting for more.
Wormizle	20170906T235737	5	Couldn'T Stop Listening!	I'm pretty sure I was waking up an hour earlier than normal just so I could listen to this podcast. So fascinating!	I'm pretty sure I was waking up an hour earlier than normal just so I could listen to this podcast. So fascinating!
Devon honey	20170906T155038	5	Serial-Sly Great	Thrilling and eye opening	Thrilling and eye opening
boredlibrarian	20170906T043413	5	Great Investigative Journalism.	You will be totally hooked by this podcast. They look really in depth into each case and make you a part of the team.	You will be totally hooked by this podcast. They look really in depth into each case and make you a part of the team.
DuderTheDude	20170906T083032	1	No.	No.	No.
JPPYYKM	20170906T005415	5	Season 1 Is Amazing	I love this podcast. It is so intriguing and real and emotional. I couldn't stop listening.	I love this podcast. It is so intriguing and real and emotional. I couldn't stop listening.
Jkylepeterson	20170904T222651	5	S2 Was An Addiction	I've listened to S2 multiple times they have plenty of sources and valid information put together and presented by a great team would recommend to people who like Podcasts, Mysteries, News, and/or the Military.	I've listened to S2 multiple times they have plenty of sources and valid information put together and presented by a great team would recommend to people who like Podcasts, Mysteries, News, and/or the Military.
Jamaicabride08	20170902T235138	5	Love This Podcast!	Can't wait for the next season!	Can't wait for the next season!!!
Shannen777	20170902T055536	5	Could Not Stop Listening	Instantly hooked and I cant stop	Instantly hooked and I cant stop
CCTJs	20170824T224923	4	Can'T Wait For Season 3	Season one was fantastic, but season two kind of blew. I hope they pick something better for season three!	Season one was fantastic, but season two kind of blew. I hope they pick something better for season three!
demibones	20170901T170716	5	Need More!	Anxiously awaiting another amazing season.	Anxiously awaiting another amazing season.
Frankie Mankie	20170831T224524	5	It Lives Up To The Hype	It's the show everyone has been talking about, and it's as good as everyone says. So addictive.	It's the show everyone has been talking about, and it's as good as everyone says. So addictive.
Ashlea0925	20170830T154230	5	Please Make The Next Season!	I need more serial in my life!	I need more serial in my life!!!
Baby names.	20170830T092208	5	1St Season	I loved the adnan story! This was my first podcast and I fell instantly in love! This was thrilling and I could not stop listening! I listened while I was in the shower, driving, working out, eating, etc... loved it! I love Sarah's voice!	I loved the adnan story! This was my first podcast and I fell instantly in love! This was thrilling and I could not stop listening! I listened while I was in the shower, driving, working out, eating, etc... loved it! I love Sarah's voice!
rockingpotgut	20170830T021635	5	Obsessed	I've listened to this podcast in it's entirely twice. *insert any word here that describes a New York best seller because that will also describe this podcast. AMAZING	I've listened to this podcast in it's entirely twice. *insert any word here that describes a New York best seller because that will also describe this podcast. AMAZING
Tkling578853	20170829T010235	5	Great Show	I love Serial! I can't wait for the third season!	I love Serial! I can't wait for the third season!
M-bailey15	20170828T195427	5	Captivating	S01 was such an incredible story from beginning to... well the updates. The way Sarah laid out the story was absolutely captivating. 5 stars doesn't feel enough. I'm dying to know how the 2nd trial goes!	S01 was such an incredible story from beginning to... well the updates. The way Sarah laid out the story was absolutely captivating. 5 stars doesn't feel enough. I'm dying to know how the 2nd trial goes!
OhPleaseComeOnNow	20170828T130226	5	I Bingelisten To These!	Thoroughly engrossing and full of information. The best journalism mixed with the very best storytelling. Highly recommended!	Thoroughly engrossing and full of information. The best journalism mixed with the very best storytelling. Highly recommended!
Myprettym	20170827T050926	5	Sooo Sooo Good	This podcast is delicious	This podcast is delicious
SassEgirl	20170826T171643	5	Anxious For A New Season	This was my first podcast addiction. I check updates daily hoping for a new episode. Come back Serial, because I'm almost through binge listening to Up and Vanished and need a crime saga to follow!	This was my first podcast addiction. I check updates daily hoping for a new episode. Come back Serial, because I'm almost through binge listening to Up and Vanished and need a crime saga to follow!
SLP916	20170819T215537	4	So Great!	I loved season one! I was drawn in immediately! I wish the updates kept going as the newest trial took place. The second season was not as engaging to me but still interesting. I'm excited to see what's next!	I loved season one! I was drawn in immediately! I wish the updates kept going as the newest trial took place. The second season was not as engaging to me but still interesting. I'm excited to see what's next!
JEnnelopeD	20170823T040921	5	Sucked Me Into Podcasts!	This was the first podcast I've ever listened to. I was sucked in and never wanted to leave. Now I'm a podcast junkie!	This was the first podcast I've ever listened to. I was sucked in and never wanted to leave. Now I'm a podcast junkie!
camwower 345	20170823T030958	5	Make Another Season	"My all time favorite...Propelled me into loving podcasts.. ""The Serial Effect"".. Just started listening to season 2 after all these years! Love it! Is there another season in the works?!"	"My all time favorite...Propelled me into loving podcasts.. ""The Serial Effect"".. Just started listening to season 2 after all these years! Love it! Is there another season in the works?!"
Breezy0810	20170822T233955	5	Best Podcast - Please Make More	Sarah Koenig is the BEST story teller, she has the best story telling voice ever and she is very good a keeping an objective point of view through her story and covering all angles. She is very likable. I was addicted to season 1, literally; I finished it all in 2 days. And I was skeptical about season 2 but it was equally good in a different way. I can't wait for the next season.	Sarah Koenig is the BEST story teller, she has the best story telling voice ever and she is very good a keeping an objective point of view through her story and covering all angles. She is very likable. I was addicted to season 1,  literally; I finished it all in 2 days. And I was skeptical about season 2 but it was equally good in a different way. I can't wait for the next season.
kathow1	20170821T210053	5	Don'T Miss This	This is a MUST listen. Keep an open mind, no matter what. You'll never hear the full details of both sides of a story anywhere else.	This is a MUST listen. Keep an open mind, no matter what. You'll never hear the full details of both sides of a story anywhere else.
Mavsamm	20170821T183004	1	Disappointment	I had really high hopes and expectations for this and Ms. Koenig. She's awful and adds nothing of value to the subject or the case. It's painful to listen to her laugh and make uncomfortable jokes in tough situations. She sounds like a young and uninformed fan rather than a dignified journalist.	I had really high hopes and expectations for this and Ms. Koenig. She's awful and adds nothing of value to the subject or the case. It's painful to listen to her laugh and make uncomfortable jokes in tough situations. She sounds like a young and uninformed fan rather than a dignified journalist.
PTown Bee	20170819T233724	5	So Interesting!	Well worth the time!	Well worth the time!
Lindsey0701	20170819T221143	5	When Is The Next Season Already?!	I want season 3. Now.	I want season 3. Now.
SithPadme	20170819T204023	1	Still The Standard	I don't give two craps about either season's subject, but both stories are told with such detail and in such an engrossing way that I've listened to them several times over. This is the standard for (non-fiction) storytelling and I'm still hoping a season 3 is in the works.	I don't give two craps about either season's subject, but both stories are told with such detail and in such an engrossing way that I've listened to them several times over. This is the standard for (non-fiction) storytelling and I'm still hoping a season 3 is in the works.
joseph_nox	20170807T205623	4	Where Are The Rest Of The Hearings?	You said in the 3rd Adnan hearing episode that there was more hearings but the 3rd one was the last one. Where are the rest of the episodes covering the hearings? Great podcast.	You said in the 3rd Adnan hearing episode that  there was more hearings but the 3rd one was the last one. Where are the rest of the episodes covering the hearings? Great podcast.
cben	20170819T152545	5	Amazing Investigative Journalism	Excellent; thank you so much for making this.	Excellent; thank you so much for making this.
5507zqxt	20170818T150117	5	So Good!	I couldn't get enough of this podcast, especially season 1.	I couldn't get enough of this podcast, especially season 1.
DaniRits	20170816T021531	5	Great	I can't stop listening	I can't stop listening
London Mills	20170815T202952	2	In Order	Why isn't the series in order? I hate searching through to find the next episode. MOOD KILLER!	Why isn't the series in order? I hate searching through to find the next episode. MOOD KILLER!
Lil' Munster	20170815T124215	5	Come Back!	This show is amazing. The story is well written and narrated, everything about each season is perfectly constructed. I can't wait for another season!	This show is amazing. The story is well written and narrated, everything about each season is perfectly constructed. I can't wait for another season!
Pwnurlifeee	20170814T003231	5	Wow	I blew through both seasons in a week, much like a beautiful Netflix binge. Both seasons kept me on the edge of my seat and kept my mind constantly thinking and computing even when I wasn't listening. This is a podcast I would listen to again.	I blew through both seasons in a week, much like a beautiful Netflix binge. Both seasons kept me on the edge of my seat and kept my mind constantly thinking and computing even when I wasn't listening. This is a podcast I would listen to again.
JasonAlaska	20170813T063927	5	Very Well Narrated	This is produced well, narrated excellently, and very compelling as the story is told. Fascinating.	This is produced well, narrated excellently, and very compelling as the story is told. Fascinating.
jenkiki	20170811T022525	5	Great Journalism	Love this series. Was the original podcast that got me into podcasts. Listen to everything.	Love this series. Was the original podcast that got me into podcasts. Listen to everything.
Alba wookie	20170809T223129	1	Not Impressed	This is like Forensic files without the forensics. It's all opinions and conjectures based off meager if not zero evidence. Very unsatisfactory to listen to.	This is like Forensic files without the forensics. It's all opinions and conjectures based off meager if not zero evidence. Very unsatisfactory to listen to.
Ohiapo001	20170808T004857	5	Awesome Podcast	Thank you so much for the great and well done stories. I was in Love from ep. 1. Mahalo nui From Hawaii	"Thank you so much for the great and well done stories. I was in Love from ep. 1. 
Mahalo nui 
From Hawaii"
thebookdragon	20170807T182717	4	Thrilling And Intriguing	This podcast is really well written and you just have to listen until the end!	This podcast is really well written and you just have to listen until the end!
Fiuhhhggbsjcjchxhxhzc.	20170807T203443	5	Absolutely Stunning.	I have listened to both seasons and they are SO WORTH IT! The stories are intriguing and interesting and get me thinking. The way the story is told mixed with the great score and the pure unique individuality of the actual case is altogether amazing. It's a great listen and I highly recommend it.	I have listened to both seasons and they are SO WORTH IT!!! The stories are intriguing and interesting and get me thinking. The way the story is told mixed with the great score and the pure unique individuality of the actual case is altogether amazing. It's a great listen and I highly recommend it.
Desigal5768	20170802T220019	4	Loved Season 1.. Season 2 Not So Much	Loved season 1.. season 2 not so much. Sara narrates story absolutely amazing	"Loved season 1.. season 2 not so much. 

Sara narrates story absolutely amazing"
MillsEater2013	20170806T215043	5	Incredibly Moving	This podcast is amazing and so well told. Once you start listening, you can't stop.	This podcast is amazing and so well told. Once you start listening, you can't stop.
ealew	20170806T140259	5	I Am Hooked	Sarahand the crew do a great job researching/ telling stories. Every episode has me hooked from being to end.	Sarah& the crew do a great job researching/ telling stories. Every episode has me hooked from being to end.
GRC3	20170806T002439	5	Factual And Fantastic	I love how this show takes you to several different perspectives and makes you think deeply. I appreciate all the work that went into this. Thank you guys for putting these stories out into the world, I know I am better for it.	I love how this show takes you to several different perspectives and makes you think deeply. I appreciate all the work that went into this. Thank you guys for putting these stories out into the world, I know I am better for it.
Allen-Allen	20170804T003532	5	Binged Listened	Absolutely fascinating the way all the detailed information was presented and the case slowly and suspensefully unfolded...	Absolutely fascinating the way all the detailed information was presented and the case slowly and suspensefully unfolded...
Redheadjo8	20170802T043530	5	Loved It	Listened all the way through!	Listened all the way through!!
Lady Wilde	20170802T020346	5	Can'T Get Enough!	Seriously, I neeeeed more!	Seriously, I neeeeed more!!
Keiko eye	20170801T214422	5	Riveting	After having at least 6 colleagues recommend this podcast to me - separately - I decided to listen. I was NOT disappointed. This podcast is riveting. I finished the first season in 24 hours because I couldn't stop listening. The first season, which is about a murder, really made me question humanity and the justice system. The lead investigator, so-to-speak, is articulate, asks interesting and important questions, and is thorough in her work. I loved feeling like I was investigating the case with her because she presented it chronologically as she discovered things. I've just started the second season and I love that it's about an entirely different case and even issue, not murder. It is still captivating. Highly recommend.	"After having at least 6 colleagues recommend this podcast to me - separately - I decided to listen. I was NOT disappointed. This podcast is riveting. I finished the first season in 24 hours because I couldn't stop listening. The first season, which is about a murder, really made me question humanity and the justice system. The lead investigator, so-to-speak, is articulate, asks interesting and important questions, and is thorough in her work. I loved feeling like I was investigating the case with her because she presented it chronologically as she discovered things.

I've just started the second season and I love that it's about an entirely different case and even issue, not murder. It is still captivating. Highly recommend."
kerham	20170730T135619	5	Hooked!	Serial is what has now hooked me on podcasts. It's such a good story, told so well that I continue to looks for other podcasts as good.	Serial is what has now hooked me on podcasts. It's such a good story, told so well that I continue to looks for other podcasts as good.
hehxheh	20170801T054646	2	Exploits A Girls Death And Makes A Potential Murderer Rich	I began listening to this after listening to S-town (which was so very good ). While this podcast immediately captured my attention and is an intriguing mystery, I have come to learn that it also resulted in more grief for the poor girls family and fortune for the possible murderer. If this story were fiction I would be ok but it is not. This was an exploitation that resulted in hurting real people and I feel sad for the family. My sense is many people lost sight of that and after reading in the news the reaction from the family I decided to erase the remaining episodes from my library.	I  began listening to this after listening to S-town (which was so very good ). While this podcast immediately captured my attention and is an intriguing mystery, I have come to learn that it also resulted in more grief for the poor girls family and fortune for the possible murderer. If this story were fiction I would be ok but it is not. This was an exploitation that resulted in hurting real people and I feel sad for the family.  My sense is many people lost sight of that and after reading in the  news the reaction from the family I decided to erase the remaining episodes from my library.
CycleKen	20170730T112912	5	Engrossing	Both seasons are engrossing. Well worth the time to learn about these cases!	Both seasons are engrossing. Well worth the time to learn about these cases!
J-Fred23	20170730T031245	5	Great	Great	Great
assater	20170728T144742	5	S	First season was great	First season was great
Dev Berr	20170727T220800	5	Amazing!	Both seasons have been amazing! love Sarah!	Both seasons have been amazing! love Sarah!
jstmarie	20170727T195720	5	Excellant	Excellant	Excellant
Sav_12arc	20170727T080345	5	Great!	Love listening!	Love listening!
Jackson1300	20170726T221225	5	The Best	Loved both podcast!	Loved both podcast!
Lily Blu	20170726T005307	5	Love Your Investigative Stories	Can't wait for the next season!	Can't wait for the next season!
Team captain crunch	20170725T235712	5	Im Hooked!	I listen to this every day on my long runs and i cant stop thinking about it all day so interesting!	I listen to this every day on my long runs and i cant stop thinking about it all day so interesting!
Lil456245	20170725T164943	5	Love It	:red_heart:️:red_heart:️	❤️❤️
RachelGunter	20170725T175730	3	Really Really Great..... At First	The first four episodes are spectacular. They had me at the edge of my seat craving the next episode. The later episodes didn't have that addictive quality. Before you commit around 12 hours of your life to this you should know..... THERE IS NO RESOLUTION! You listen to 12 episodes just to end up in the same place you were after the first few episodes. That doesn't mean it wasn't a great story, it was, but I'm not completely satisfied due to the lack of a final answer.	The first four episodes are spectacular. They had me at the edge of my seat craving the next episode. The later episodes didn't have that addictive quality. Before you commit around 12 hours of your life to this you should know..... THERE IS NO RESOLUTION!! You listen to 12 episodes just to end up in the same place you were after the first few episodes. That doesn't mean it wasn't a great story, it was, but I'm not completely satisfied due to the lack of a final answer.
peytonjwils	20170725T043102	5	Love It	Clouds are fluffy	Clouds are fluffy
Milly625	20170725T034326	5	Addictive!	Highly addictive	Highly addictive
Maggggbroooo	20170723T231458	5	Enjoyed Both Seasons	I regret putting season 2 off for so long. Totally loved it. Zipped through it binge listening and unable to stop. Super engaging and well done story telling.	I regret putting season 2 off for so long. Totally loved it. Zipped through it binge listening and unable to stop. Super engaging and well done story telling.
Bmoney95	20170723T210230	5	Goodness Yes!	This is wonderful for people who love Snapped, Cops, How To Get Away With Murder, and any murder mystery stories! I am hooked!	This is wonderful for people who love Snapped, Cops, How To Get Away With Murder, and any murder mystery stories!! I am hooked!
Elenalenlenlen	20170723T194542	5	Loved Every Episode!	I can't wait for more!	I can't wait for more!!
LJ88MSU	20170723T052105	5	Season 2!	I haven't listened to season 1, yet, but I just finished season 2, and OH MY GOSH do I love it. The reporting is done so well. I even got my boyfriend, who hates talk radio and podcasts, hooked on it within five minutes. We enjoyed the narrator exploring military nuances that I wouldn't have understood without her help. The series didn't seem to solely focus on Bowe, but the broader military culture and political theater around war. LOVED IT.	I haven't listened to season 1, yet, but I just finished season 2, and OH MY GOSH do I love it. The reporting is done so well. I even got my boyfriend, who hates talk radio and podcasts, hooked on it within five minutes. We enjoyed the narrator exploring military nuances that I wouldn't have understood without her help. The series didn't seem to solely focus on Bowe, but the broader military culture and political theater around war. LOVED IT.
Abrake313	20170710T184023	4	Interesting!	Very interesting, addictive and good stories.	Very interesting, addictive and good stories.
Delsole_xo	20170723T033056	1	Extremely Biased Presentation	"The words she uses to describe the already convicted killer that at the time was 17 as a ""child"" and the nearly 30 year old man as ""big brown doe eye"" kid. She omits facts and presents it until the 5th episode that would hurt her bias. Once the facts are presented, she brushes them off like oh it's just a coincidence and continue to support her biased side."	"The words she uses to describe the already convicted killer that at the time was 17 as a ""child"" and the nearly 30 year old man as ""big brown doe eye"" kid. She omits facts and presents it until the 5th episode that would hurt her bias. Once the facts are presented, she brushes them off like oh it's just a coincidence and continue to support her biased side."
