index,user,timestamp,rating,title,review,review_raw
3217,Emhhhh1,20160218T033755,5,Life-Changing,A must,A must
3218,CabronJon,20160218T021025,5,Incredible Story,Pulls you in. Wife and I haven't been able to stop discussing the entire 1st season.,Pulls you in. Wife and I haven't been able to stop discussing the entire 1st season.
3219,NJoyGolf,20160217T195025,5,Insightful,Freedom to listen to the Who What Where When with an attempt to express the Why; leaving me with untold information not found any where else and to build my own explanations to very sensitive and volatile headline news! Thank you for providing more to the story in a professional way that defines journalism.,Freedom to listen to the Who What Where When with an attempt to express the Why; leaving me with untold information not found any where else and to build my own explanations to very sensitive and volatile headline news!  Thank you for providing more to the story in a professional way that defines journalism.
3221,Poop987654321,20160217T165154,5,Amzing,She's the GOAT of podcast hosts,She's the GOAT of podcast hosts
3222,Drblack22,20160217T114625,5,Drblack22,Incredible! Season one had me on the edge of my seat. More please!,Incredible!!! Season one had me on the edge of my seat. More please!
3224,TracyMSP,20160216T193831,5,Gripping,I listened to it twice. It's hard not to take out a notepad and try to determine what really happened in this real life u folding drama.,I listened to it twice.  It's hard not to take out a notepad and try to determine what really happened in this real life u folding drama.
3226,TMattDigital.net,20160216T153743,5,Tmattdigital.Net,<3,<3
3227,Coroner girl 26,20160216T063745,5,Listen,Got me hooked on podcasts!,Got me hooked on podcasts!
3228,Jackson Risinger,20160215T232342,5,Because Of This Podcast I Now Listen To Podcasts,"This podcast is a work of figurative art I started episode 1 two weeks ago (February 1)and I'm already caught up this podcast almost made me go to the hearing in Baltimore and I live in Detroit and yes I was seriously considering going.also if you don't know what I'm talking about I'm referring to the hearing about if they are going to retry his case. Also, I used to be naive about bow's ( the 5 year prisoner of war)situation I used to think of great another traitor but I now think it's has a lot more story to it. That Also brings me to my next point usually the podcaster will lay out the information and tell you the result but no Sarah gives you the information but she lets you form your own opinion and think about it for yourself and that is what makes this podcast so special!","This podcast is a work of figurative art I started episode 1 two weeks ago (February 1)and I'm already caught up this podcast almost made me go to the hearing in Baltimore and I live in Detroit and yes I was seriously considering going.also if you don't know what I'm talking about I'm referring to the hearing about if they are going to retry his case. Also, I used to be naive about bow's ( the 5 year prisoner of war)situation I used to think of great another traitor but I now think it's has a lot more story to it. That Also brings me to my next point usually the podcaster will lay out the information and tell you the result but no Sarah gives you the information but she lets you form your own opinion and think about it for yourself and that is what makes this podcast so special!"
3229,Jackie;),20160215T170930,5,"1St Season: Addicted! 2Nd Season: Good, But Not Addicted","The 1st time I heard Serial I binge listened for the rest of the day! Omg that story was captivating! I was sad when it was over... I like this new story, but it's missing something I don't know what. Still an amazing show everyone should listen to.","The 1st time I heard Serial I binge listened for the rest of the day! Omg that story was captivating! I was sad when it was over... I like this new story, but it's missing something I don't know what. Still an amazing show everyone should listen to."
3230,38kinz38,20160214T231855,5,True Fan,"Tremendously interesting, personalized stories filled with questions and challenges for the person who wants to be forced to consider every side of the issue.","Tremendously interesting, personalized stories filled with questions and challenges for the person who wants to be forced to consider every side of the issue."
3231,Nwnataliewaller,20160214T213745,5,Amazing And So Engaging!,Incredibly interesting and in depth. Love this podcast.,Incredibly interesting and in depth. Love this podcast.
3232,bleverkuhn,20160214T210246,5,Great Series!,Love this podcast. Great reporting on interesting cases. Can't wait for new episodes to come out!,Love this podcast. Great reporting on interesting cases. Can't wait for new episodes to come out!
3234,KatiRhyner,20160214T004926,5,My Favorite!,"Ahh, what to say-absolutely amazing! I love Sarah K and could listen to her all day! The first season sucked me right in and I'm now obsessed! The second season is great too, just wish the episodes were every week instead of every other, actually who am I kidding-i wish there were daily episodes! Obviously thats not possible but its just that great!","Ahh, what to say-absolutely amazing!!! I love Sarah K and could listen to her all day!!!! The first season sucked me right in and I'm now obsessed! The second season is great too, just wish the episodes were every week instead of every other, actually who am I kidding-i wish there were daily episodes!!! Obviously thats not possible but its just that great!!"
3235,MacLu79,20160213T163908,5,Extremely Smart And Not One Sided At All,Explorer controversial stories showing both sides of the story and make and helping the listener form an opinion by him(her)self,Explorer controversial stories showing both sides of the story and make and helping the listener form an opinion by him(her)self
3236,Frank Delaney,20160213T134620,5,Amazing,Just amazing,Just amazing
3237,iSheesha:),20160212T161351,5,Good Job!,"Great job with covering details in various ways which makes people a better and clear picture of ""Adnan's case"" after hearing all the undisclosed episodes I can definitely say that I'm fully convinced to say that ""Adnan Syed"" is 200% INNOCENT. May God help him winning the case against the case. Good luck ! My prayers are with all the team Adnan; also will try to help the team by contributing whatever I can. Once again Good Luck! :)","Great job with covering details in various ways which makes people a better and clear picture of ""Adnan's case"" after hearing all the undisclosed episodes I can definitely say that I'm fully convinced to say that ""Adnan Syed"" is 200% INNOCENT. May God help him winning the case against the case. Good luck !! My prayers are with all the team Adnan; also will try to help the team by contributing whatever I can. Once again Good Luck!! :)"
3241,Ndr2013p,20160212T031400,5,So Entertaining,First season was great. Seconds very strong,First season was great. Seconds very strong
3242,Amanda43,20160212T024138,5,Captivating,Really intriguing to listen to and makes my commute to/from work more enjoyable. I just wish more episodes came out faster.,Really intriguing to listen to and makes my commute to/from work more enjoyable. I just wish more episodes came out faster.
3243,Tim Blaun,20160212T005548,5,Pretty Good Indie Podcast,I don't know if you've heard of this podcast. I'm trying to get the word out.,I don't know if you've heard of this podcast. I'm trying to get the word out.
3244,Lizw3,20160212T004729,5,The Best,Obsessed. This podcasts made me fall in love with podcasts.,Obsessed. This podcasts made me fall in love with podcasts.
3247,Lcrain12,20160210T234645,5,Serial,"This podcast about the Adnan Syad case is fascinating and addictive. You must listen to the Undisclosed Podcast about the same case, you won't believe the amount of details that aren't covered in Serial.","This podcast about the Adnan Syad case is fascinating and addictive. You must listen to the Undisclosed Podcast about the same case, you won't believe the amount of details that aren't covered in Serial."
3249,Poets24,20160210T175756,5,Absolutely Awesome,When I first started this podcast I was totally hooked on it. I love how it is presented and the info that you receive. Totally absorbing podcast that makes me wish the week would hurry along so I can get to the next episode. And the update on the first trial?!?! OMG amazing ... Thank you keep it coming,When I first started this podcast I was totally hooked on it. I love how it is presented and the info that you receive. Totally absorbing podcast that makes me wish the week would hurry along so I can get to the next episode. And the update on the first trial?!?! OMG amazing ... Thank you keep it coming
3250,Kiwinbella,20160210T165203,5,More Episodes Please!,Love the show but it is torture waiting 2 weeks! Maybe include some mini-episodes on off-weeks.,Love the show but it is torture waiting 2 weeks! Maybe include some mini-episodes on off-weeks.
3252,Katcando88,20160210T162710,5,Engrossing,"Fascinating is the best way to describe this podcast. It's entertaining, yes, but it is educational learning how the system works. It's frightening too to think that huge life changing decisions can hinge on a phone call that may or may not have been made by the convicted. My heart goes out to both families.","Fascinating is the best way to describe this podcast. It's entertaining, yes, but it is educational learning how the system works. It's frightening too to think that huge life changing decisions can hinge on a phone call that may or may not have been made by the convicted. My heart goes out to both families."
3253,LiLynnKyn,20160210T100400,5,Just Love It,"Totally interesting, captivating, and trustworthy -- both well and beautifully done- a rare mix! What a gem. Bravo!","Totally interesting, captivating, and trustworthy -- both well and beautifully done- a rare mix! What a gem. Bravo!"
3254,Qabyss,20160210T035129,5,Love It,It's fantastic.,It's fantastic.
3255,GAB...,20160210T033430,5,Like Serial Needs My Review ...,"The biggest problem with news reporting today is that it never goes at length and when an attempt is made it's almost always buried in levels of repetition and promotion (hype). So far, in the midst of season 2, Serial has found the balance of telling a story at length that is worthy of the length.","The biggest problem with news reporting today is that it never goes at length and when an attempt is made it's almost always buried in levels of repetition and promotion (hype). So far, in the midst of season 2, Serial has found the balance of telling a story at length that is worthy of the length."
3256,Bmfuentes94,20160210T021315,5,Amazing!,Really great podcast! My favorite by far and Sarah has a really nice voice. It's so easy to listen to. Hopefully it doesn't stop anytime soon. Love it!,Really great podcast!! My favorite by far and Sarah has a really nice voice. It's so easy to listen to. Hopefully it doesn't stop anytime soon. Love it!!
3257,Alonzo_Mosely_FBI,20160210T015151,5,Groundbreaking,The best ....,The best ....
3258,Curtis E. Flush,20160209T202638,5,Absolutely Brilliant,"Sarah Koenig does a Great job presenting an unbiased 360 degree view of the facts to the listener and letting the chips fall where they may. Season 1 shows us all the intricacies of the criminal justice system...how easy it is even for a solid defense attorney to make mistakes and the prosecutions complete disregard of mountains and mountains of reasonable doubt. Season two is a glimpse into the trials and tribulations of Bowe Bergdahl, his 5 years as a Taliban prisoner and perhaps the greatest question of all, Why are we exposing our troops to unnecessary risks fighting the war in Afghanistan?","Sarah Koenig does a Great job presenting an unbiased 360 degree view of the facts to the listener and letting the chips fall where they may.  Season 1 shows us all the intricacies of the criminal justice system...how easy it is even for a solid defense attorney to make mistakes and the prosecutions complete disregard of mountains and mountains of reasonable doubt.    Season two is a glimpse into the trials and tribulations of Bowe Bergdahl, his 5 years as a Taliban prisoner and perhaps the greatest question of all, Why are we exposing our troops to unnecessary risks fighting the war in Afghanistan?"
3261,anrowe,20160209T181542,5,"Podcast Journalism, Very Engaging!","I really enjoyed Sarah and the Serial teams work. It is very engaging, so much in fact that I ""Google"" articles on the stories they tell. Definitely worth a listen!","I really enjoyed Sarah and the Serial teams work. It is very engaging, so much in fact that I ""Google"" articles on the stories they tell. Definitely worth a listen!"
3263,NickiKC,20160209T060253,5,So Good!,"One word ""fascinating"".","One word ""fascinating""."
3264,EvDon925,20160209T015656,5,Love It.,Sarah Koenig and her team are masterful. Rooting for Adnan.,Sarah Koenig and her team are masterful. Rooting for Adnan.
3265,CassGon123,20160208T162556,5,Informative,"I am in love with this podcast! It is informative, shocking, suspenseful, and all together interesting! Been a fan since day one! I am always always recommending this podcast to everyone!","I am in love with this podcast! It is informative, shocking, suspenseful, and all together interesting! Been a fan since day one! I am always always recommending this podcast to everyone!"
3269,Hehu73!38,20160207T231957,5,Amazing,"This season and last season are amazing! Love the updates from the old case, keep it coming!","This season and last season are amazing!! Love the updates from the old case, keep it coming!!"
3270,Jon28meadows,20160207T060800,5,Love,Great show all day long,Great show all day long
3271,Nique1977,20160207T010414,5,Stuck Like Glue,"Serial has made my sleepy and long commute a breeze. Season one had me hooked in minutes, Sarah you have the best voice. Season 2, I have only one question... How did you get the Taliban's phone number? That was nuts. I thought it was a joke.","Serial has made my sleepy and long commute a breeze. Season one had me hooked in minutes, Sarah you have the best voice. Season 2, I have only one question... How did you get the Taliban's phone number? That was nuts. I thought it was a joke."
3272,Anyu89,20160206T175618,5,Amazing Story Telling,Serial masters the art of story telling in the form of audio!,Serial masters the art of story telling in the form of audio!
3273,JeffDyke,20160206T173056,5,Compelling,"Compelling stories, presented well.","Compelling stories, presented well."
3274,Jlporter013,20160206T172950,5,Love It!,So easy to listen to. Addicting! Has me on the edge of my seat every episode.,So easy to listen to. Addicting! Has me on the edge of my seat every episode.
3275,EricKrempa,20160206T162819,5,Great Story - What'S With All The Hate?,"The podcast is outstanding. It's exciting to listen to and very suspenseful. The story is very interesting with all the twists and turns, when new evidence or a new witness is introduced. When you finish one episode, you feel the urge to continue listening; like an addiction. Sarah's narration is pretty good as her voice is easy to listen to. You can tell there was a ton of research done to produce the podcast. All the negative reviews on here have a consistent theme - there's no ending and it doesn't quite satisfy one's murder mystery desires....that's because it's a true story. You can't change or make up a Hollywood ending to a true story. Sure, it's disappointing there is no clear cut answer whether he's guilty or innocent, but this is where YOU get the ability to make your own determination. I have recommended it to my friends and family, and I recommend it to you too.","The podcast is outstanding. It's exciting to listen to and very suspenseful. The story is very interesting with all the twists and turns, when new evidence or a new witness is introduced. When you finish one episode, you feel the urge to continue listening; like an addiction. Sarah's narration is pretty good as her voice is easy to listen to. You can tell there was a ton of research done to produce the podcast. All the negative reviews on here have a consistent theme - there's no ending and it doesn't quite satisfy one's murder mystery desires....that's because it's a true story. You can't change or make up a Hollywood ending to a true story. Sure, it's disappointing there is no clear cut answer whether he's guilty or innocent, but this is where YOU get the ability to make your own determination. I have recommended it to my friends and family, and I recommend it to you too."
3276,Vega_2083,20160206T153226,5,Super Good,Hooked :raising_hands::light_skin_tone:,Hooked 🙌🏻
3277,Texas Knitwit,20160206T052232,5,Brilliant Storytelling,"In a time when its increasingly easy to binge on a show and get through it in a weekend, Serial makes you wait. And it's totally worth it. Week by week, the story is told. In season one, it's the story of a young man in jail for murder; season two tells a more current story, that of Bowe Bergdahl. In both cases, it'd be easy to tell a skewed version of the story. Instead, information that's both positive and negative is delivered, and it's possible to change your mind multiple times throughout the unraveling of the story.","In a time when its increasingly easy to binge on a show and get through it in a weekend, Serial makes you wait. And it's totally worth it.

Week by week, the story is told. In season one, it's the story of a young man in jail for murder; season two tells a more current story, that of Bowe Bergdahl. In both cases, it'd be easy to tell a skewed version of the story. Instead, information that's both positive and negative is delivered, and it's possible to change your mind multiple times throughout the unraveling of the story."
3278,Briclc,20160206T044613,5,My Favorite Podcast,Amazing!,Amazing!!!!
3280,Woahitsraj,20160205T001712,5,Season 2 Is Amazing,I actually like season 2 way more. There is a lot more interesting things going on here and really puts into perspective Afghanistan and what we are doing there as well as how AQ and the Taliban operate,I actually like season 2 way more. There is a lot more interesting things going on here and really puts into perspective Afghanistan and what we are doing there as well as how AQ and the Taliban operate
3283,Sweet Thang!,20160204T202958,5,Best Podcast,I was hooked on from the first episode. I hate the fact that many innocent people are wrongly being accused. Because of this i have been following the case with other podcast as well. Like undisclosed. And then when making a murder came out on netflix i felt like wow a lot of people are wrongly accused more often then we think. Great podcast.,I was hooked on from the first episode. I hate the fact that many innocent people are wrongly being accused. Because of this i have been following the case with other podcast as well. Like undisclosed. And then when making a murder came out on netflix i felt like wow a lot of people are wrongly accused more often then we think. Great podcast.
3284,:grinning_face::grinning_face_with_smiling_eyes::smiling_face_with_smiling_eyes::slightly_smiling_face::upside-down_face::grinning_face_with_big_eyes:,20160204T095504,5,Best,This is the best podcast ever can't stop listening. :thumbs_up:,This is the best podcast ever can't stop listening. 👍
3285,Leeleenat,20160204T071759,5,Serial'S Still Got It,"I actually really like season 2. Many reviews have said it's boring because it lacks the central ""whodunnit"" mystery that defined season 1. But I'm learning so much about the inner workings of the Taliban, the relationship between Pakistan and the United States in the context of the ""war on terror"", how the United States handles soldiers' or journalists' disappearances, what it's like to be captured and tortured by the Taliban. The Bowe Bergdahl story is intense in and of itself, bringing together subject matter as varied as foreign policy to what happens to your humanity when you're tortured and held against your will for years. I'm not bored at all.","I actually really like season 2. Many reviews have said it's boring because it lacks the central ""whodunnit"" mystery that defined season 1. But I'm learning so much about the inner workings of the Taliban, the relationship between Pakistan and the United States in the context of the ""war on terror"", how the United States handles soldiers' or journalists' disappearances, what it's like to be captured and tortured by the Taliban. The Bowe Bergdahl story is intense in and of itself, bringing together subject matter as varied as foreign policy to what happens to your humanity when you're tortured and held against your will for years. I'm not bored at all."
3286,Mtbmaniak,20160204T023404,5,Great,"Love this podcast, very addicting.","Love this podcast, very addicting."
3288,Ryan3263,20160203T212359,5,The Best Podcast Available,"I've been listening to this podcast for 2 years now and I have to say that it is the most edge of your seat, intuitive podcast around. You will be hooked and appreciate the work the npr team put into this.","I've been listening to this podcast for 2 years now and I have to say that it is the most edge of your seat, intuitive podcast around. You will be hooked and appreciate the work the npr team put into this."
3289,dings24,20160203T073302,5,Love This Podcast!,"Very interesting 2nd season, especially since I'm a vet for army and was previously deployed. Waiting for the next episode to come up, keep up the great work with the multiple different informative perspectives.","Very interesting 2nd season, especially since I'm a vet for army and was previously deployed. Waiting for the next episode to come up, keep up the great work with the multiple different informative perspectives."
3292,Joaogustavomagalhaes,20160201T114339,5,Completely Hooked,"I first began listening to season 2 and I got so hooked that I started listening to season 1 to ease the withdraw. It's amazing, often funny, often touching. Sarah and the team are doing an amazing job!","I first began listening to season 2 and I got so hooked that I started listening to season 1 to ease the withdraw. It's amazing, often funny, often touching. Sarah and the team are doing an amazing job!"
3294,samanthajo0923,20160201T040450,5,Listened To The Whole First Season On A Sunday,So great,So great
3295,The_jaceNPC,20160201T033401,5,Awesom,"I love this podcast, it embodies everything a good podcast should be","I love this podcast, it embodies everything a good podcast should be"
3297,Holly41wood,20160201T025250,5,Still My Favorite,"Serial Season 2 is so good. The Bowe Bergdahl story intrigues me even more than Season 1. It's so nuanced and many-tentacled. They've gone to a biweekly schedule now, but I wouldn't even think twice if they took months between episodes. I trust Sarah and team to serve the story the best way they can. This is the best podcast on right now.","Serial Season 2 is so good.  The Bowe Bergdahl story intrigues me even more than Season 1.  It's so nuanced and many-tentacled.  They've gone to a biweekly schedule now, but I wouldn't even think twice if they took months between episodes.  I trust Sarah and team to serve the story the best way they can.  This is the best podcast on right now."
3298,MWP0,20160131T225840,5,Awesome,Always excellent,Always excellent
3299,Hababayyy,20160131T183746,5,All Time Favorite,"I have always loved listening and learning to all sorts of podcasts. I've been a fan of sarah since TAL. She asks hard questions and investigates the issue from all angles. I love your work Sarah Koenig ! always looking forward to being riveted by stories. Not to mention, that you have my favorite voice on public radio. I LOVE SERIAL","I have always loved listening and learning to all sorts of podcasts. I've been a fan of sarah since TAL. She asks hard questions and investigates the issue from all angles. I love your work Sarah Koenig !! always looking forward to being riveted by stories. Not to mention, that you have my favorite voice on public radio. I LOVE SERIAL"
3301,Deannacw,20160131T125727,5,Don'T Judge Too Soon,"After looking over the reviews from the 2nd season, I felt compelled to write. Did everyone lose faith in Sarah so quickly? If you think she chose a great story last time, don't you think there's a reason she's telling this one? People calling Bergdahl a traitor are only showing their ignorance and willingness to judge before they've heard the story. Let's here what Sarah has found. She was given 1000s of stories to cover- there's a reason she picked this one.","After looking over the reviews from the 2nd season, I felt compelled to write. Did everyone lose faith in Sarah so quickly? If you think she chose a great story last time, don't you think there's a reason she's telling this one? People calling Bergdahl a traitor are only showing their ignorance and willingness to judge before they've heard the story. Let's here what Sarah has found. She was given 1000s of stories to cover- there's a reason she picked this one."
3304,ShaunTK,20160131T042617,5,The First Podcast,And still just as interesting as day 1.,And still just as interesting as day 1.
3308,Chief Bauer,20160130T005408,5,You Have Made Me Look At Myself,"Greetings, Living in Idaho, we are subject to some negative comments about Muslims. I may have been one who thought Adnan was guilty. But he didn't get a fair trial...nope...no way. Poor lawyer he did have. Thanks again for your podcast Ken","Greetings,
Living in Idaho, we are subject to some negative comments about Muslims.  I may have been one who thought Adnan was guilty.  But he didn't get a fair trial...nope...no way.   Poor lawyer he did have.  
Thanks again for your podcast

Ken"
3309,Gambo's Tunes,20160129T200422,5,Addicted To Serial 1 And Now 2,"I mean I can't say enough great things about this podcast! It's incredibly interesting, thought provoking, and done with journalistic integrity, also beautifully edited and detailed. My ONLY complaint is the new every two weeks deal... I already felt like I was waiting forever when it was every week! Great time killer on the road also...","I mean I can't say enough great things about this podcast! It's incredibly interesting, thought provoking, and done with journalistic integrity, also beautifully edited & detailed. My ONLY complaint is the new every two weeks deal... I already felt like I was waiting forever when it was every week! Great time killer on the road also..."
3311,Charlie Bartlet,20160129T065559,5,Great First Podcast,Such a great introduction to podcasts. Nothing has yet to compare to this podcast.,Such a great introduction to podcasts. Nothing has yet to compare to this podcast.
3313,Glassesglam,20160129T013302,5,Fantastic For Gen Y,"This is the new version of hard news for people in my generation who use the newspaper to clean their windows. Sarah is strong willed, insightful, and humorous. The stories she has looked into this far make me think, talk with friends, and really wonder about society I am in. I love that the seasons 1) follow a story and 2) poke questions about what the macro environment is that the story takes place in. It gets me thinking. She works remarkably well without having Bo talk this season thanks to his calls with Mark. It is truly seamless. Also, even though I was admittedly first disappointed with the lack of ending in Season 1, the people who are upset about t are acting a bit ignorant. The fact of the matter is that it was a legal case, and there are (nearly) NEVER clear answers as to who did it in a murder case that goes to the court, and to think there should be is ridiculous. Think-- it's still unclear whether OJ murdered the girl, but that doesn't stop it from being one of the most closely watched stories of the American public in the 20th century. Sarah and staff, keep doing what you're doing because it's fantastic!","This is the new version of hard news for people in my generation who use the newspaper to clean their windows. Sarah is strong willed, insightful, and humorous. The stories she has looked into this far make me think, talk with friends, and really wonder about society I am in. I love that the seasons 1) follow a story and 2) poke questions about what the macro environment is that the story takes place in. It gets me thinking. She works remarkably well without having Bo talk this season thanks to his calls with Mark. It is truly seamless. Also, even though I was admittedly first disappointed with the lack of ending in Season 1, the people who are upset about t are acting a bit ignorant. The fact of the matter is that it was a legal case, and there are (nearly) NEVER clear answers as to who did it in a murder case that goes to the court, and to think there should be is ridiculous. Think-- it's still unclear whether OJ murdered the girl, but that doesn't stop it from being one of the most closely watched stories of the American public in the 20th century. Sarah and staff, keep doing what you're doing because it's fantastic!!!!"
3314,Never got my pony,20160128T234548,5,Love,"i love it, im hooked! i blew through it in a day! oops","i love it, im hooked! i blew through it in a day! oops"
3317,bamabarrister,20160128T151234,5,Love It,Great pod,Great pod
3320,SailorFamiLee,20160127T055353,5,Get Ready To Be Hooked!,So addictive! I can't get enough and want eagerly in anticipation for the next episode. By far the bet podcast available right now.,So addictive! I can't get enough and want eagerly in anticipation for the next episode. By far the bet podcast available right now.
3322,Phig newton,20160126T015015,5,Well Done,"A quality production, written and read well. Entertaining , realistic, and addictive!","A quality production, written and read well. Entertaining , realistic, and addictive!"
3329,krs617,20160126T014828,5,Loving Second Season Even More Than The First!,"What a fabulous show. I was late to the Serial bandwagon (only started listening to season 1 during the off-season) and I was emphatically NOT let down by the hype machine. This is just a great, gripping, thoroughly-researched, well-presented, episode to episode, real-life, in-depth story that makes you think about our world, the justice system, right and wrong, the media machine, the inherent uncertainty and coin flip that is life, and more. Sarah is a fantastic journalist; her insightfulness and candid style really take this show to another level. I have enjoyed every episode. Serial gets my full attention every time.","What a fabulous show.  I was late to the Serial bandwagon (only started listening to season 1 during the off-season) and I was emphatically NOT let down by the hype machine.  This is just a great, gripping, thoroughly-researched, well-presented, episode to episode, real-life, in-depth story that makes you think about our world, the justice system, right and wrong, the media machine, the inherent uncertainty and coin flip that is life, and more.  Sarah is a fantastic journalist; her insightfulness and candid style really take this show to another level.  I have enjoyed every episode.  Serial gets my full attention every time."
3330,Cv7776,20160125T202317,5,Addictive,What a great podcast.,What a great podcast.
3331,Nklawler2013,20160125T155442,5,So Consumingly Good!,This podcast has kept me on the edge of my seat since the first 5 minutes. I am so impressed with the detail and quality. I love this podcast. A must listen!,"This podcast has kept me on the edge of my seat since the first 5 minutes. 

I am so impressed with the detail and quality. I love this podcast. A must listen!"
3332,Aleksis G,20160125T142227,5,Best Podcast I Ever Listened To,"Impressed with the production value and research. I mean, they serve us an audio call to the Taliban, who is able to do that?","Impressed with the production value and research.

I mean, they serve us an audio call to the Taliban, who is able to do that?"
3333,Long time lover,20160125T043310,5,I'M In Love,I was scrolling my timeline on Facebook and saw a video by this interestingly charismatic woman. The video was a live feed that was like an hour long. I can't remember her name but she had two purple dreadlocks. Any I thought she was very well spoken and intelligent and she kept referencing this serial podcast. I'm not sure if this is her speaking (just finished s1e1) but I loved it. I can't wait to hear them all! Thanks mysterious girl for the recommendation. I did save the video on fb so I could finish it too.,I was scrolling my timeline on Facebook and saw a video by this interestingly charismatic woman. The video was a live feed that was like an hour long. I can't remember her name but she had two purple dreadlocks. Any I thought she was very well spoken and intelligent and she kept referencing this serial podcast. I'm not sure if this is her speaking (just finished s1e1) but I loved it. I can't wait to hear them all! Thanks mysterious girl for the recommendation. I did save the video on fb so I could finish it too.
3335,Lindseyp2,20160125T000411,5,Highly Recommend!,"I'm really enjoying the new season about Bowe Bergdahl. I grew up on Idaho, only a few hours from where the Bergdahls live. I remember all the ""Bring Bowe Home"" signs and the arguments that shortly followed about him being taken prisoner, how and why sort of stuff. I'm not really finding it to be very mysterious or wondering what is going to happen next but, that's probably because I've followed the his story. Despite that, it's interesting to hear Bowe speak about his 5 years with the Taliban and all the other information that you most likely aren't getting in the news.","I'm really enjoying the new season about Bowe Bergdahl. I grew up on Idaho, only a few hours from where the Bergdahls live. I remember all the ""Bring Bowe Home"" signs and the arguments that shortly followed about him being taken prisoner, how and why sort of stuff. I'm not really finding it to be very mysterious or wondering what is going to happen next but, that's probably because I've followed the his story. Despite that, it's interesting to hear Bowe speak about his 5 years with the Taliban and all the other information that you most likely aren't getting in the news."
3336,AssertiveBard,20160124T020013,5,Can'T Get Enough,Since season one I've been a big fan! Great story telling and compelling content.,Since season one I've been a big fan! Great story telling and compelling content.
3341,Usmcwiv,20160123T131809,5,Amazing,Do yourself a favor and start at the beginning. The writing on this series is amazing! The story will have you totally involved,Do yourself a favor and start at the beginning. The writing on this series is amazing! The story will have you totally involved
3342,Christal Nicole,20160123T124951,5,On Point!,"Aside from GWF's podcast, this is the ONLY one that truly has me hooked! Highly recommend listening.","Aside from GWF's podcast, this is the ONLY one that truly has me hooked! Highly recommend listening."
3343,Ricerat,20160122T222156,5,Continuing,The Adnan case was so riveting! It is still going on to this day..did you know that?! I would love to know and hear if you are still following this case and plan on doing another season on it?!,The Adnan case was so riveting! It is still going on to this day..did you know that?! I would love to know and hear if you are still following this case and plan on doing another season on it?!
3344,Opicana,20160122T194219,5,Still Good,"I'm enjoying Season 2....maybe not quite as much as S1, but it's still very good.","I'm enjoying Season 2....maybe not quite as much as S1, but it's still very good."
3345,Bibibibibib12345678,20160122T192817,5,Totally Amazing.,This is the kind of news you WANT to listen to.,This is the kind of news you WANT to listen to.
3347,SafetyAllgood,20160122T130436,5,Excellent Podcast!,One of the best ones out there! Great stories and very personable host that keep you wanting more.,One of the best ones out there! Great stories and very personable host that keep you wanting more.
3348,Jrw19812007,20160122T130151,5,The Best,Really enjoying season 2,Really enjoying season 2
3349,Tsilver82,20160122T061424,5,Terrific Storytelling,Tell me more. Listen to this now.,Tell me more. Listen to this now.
3350,HLH66,20160121T230048,5,Loving Season 2,"I may be in the minority here, but I am loving Season 2 and finding it more significant, wide-ranging, and profound than Season 1. The global range of the story and the wide range of perspectives and informants is incredible. It's not as sentimentally engaging as the story of Adnan Syed, but it seems to me more consequential. Every week I come away wanting to read more about Afghanistan, US policy, the Taliban, Guantanamo, kidnapping, military policy, desertion, etc. It's excellent.","I may be in the minority here, but I am loving Season 2 and finding it more significant, wide-ranging, and profound than Season 1.  The global range of the story and the wide range of perspectives and informants is incredible. It’s not as sentimentally engaging as the story of Adnan Syed, but it seems to me more consequential. Every week I come away wanting to read more about Afghanistan, US policy, the Taliban, Guantanamo, kidnapping, military policy, desertion, etc. It’s excellent."
3353,Jam action,20160121T222328,5,Audio Gold,I can't imagine this having less than 4 stars. The style the events are revealed and how incredible the material is makes you want to listen all day long. and it's free. You can't go wrong with this podcast and will definitely not disappointed giving it a listen.,I can't imagine this having less than 4 stars. The style the events are revealed and how incredible the material is makes you want to listen all day long. & it's free. You can't go wrong with this podcast & will definitely not disappointed giving it a listen.
3354,lbuholtz,20160121T150531,5,Enthralling,"I was hooked from the first episode of Season 1! I really enjoy this type of narrative story, and I think Serial is pulling it off fantastically. Give it a listen and see for yourself!","I was hooked from the first episode of Season 1! I really enjoy this type of narrative story, and I think Serial is pulling it off fantastically. Give it a listen and see for yourself!"
3358,Radiomn1,20160121T052354,5,Amazing,I'm really loving Season 2.,I'm really loving Season 2.
3360,ChristSar16,20160121T030229,5,Fantastic,Objective articulation of events... I'm binge listening... And loving it!,Objective articulation of events... I'm binge listening... And loving it!
3361,Go boy jack,20160120T225326,5,Amazing,Great and entertaining,Great and entertaining
3364,Neisha612,20160120T031103,5,Amazing!,Completely hooked and can't wait for more episodes.,Completely hooked and can't wait for more episodes.
3366,Bpoling13,20160120T013433,5,Serial Is Everything,"I'm so bummed the podcast has been moved to every other week because I really look forward to my weekly dose. I have to be honest, this new season is not engaging as Adnan's story. It is still well executed and Sarah has a true skill in reporting, that's for sure. I recommend Serial to anyone who is intrigued by mystery and the criminal justice system.","I'm so bummed the podcast has been moved to every other week because I really look forward to my weekly dose. I have to be honest, this new season is not engaging as Adnan's story. It is still well executed and Sarah has a true skill in reporting, that's for sure. I recommend Serial to anyone who is intrigued by mystery and the criminal justice system."
